selected_order,feature,imputer_median,scaler_mean,scaler_scale,coefficient_standardized_space
1,fish_mean__injury_exits_per_track,0.03894091722903175,0.038421996024764704,0.02367836867860068,-0.1901604401503267
2,fish_mean__injury_median_min_abs_distance_to_injury_um,112.22081140367632,114.41983680656566,19.87266131187363,0.24198814394800605
3,fish_mean__injury_entries_per_track,0.0372295064492058,0.039565980326509105,0.02751185984740184,-0.14859099341233656
4,fish_median__mean_elongation,0.6587427955222248,0.6363738826101937,0.053621965066584745,-0.17943280101500342
5,fish_mean__tortuosity,5.71145509405963,6.255882726506988,2.383638518074731,0.09394446009787225
6,fish_median__mean_sphericity,0.6232798262202109,0.6245396100802612,0.013593206888768607,-0.13388619364005164
7,fish_mean__injury_mean_fraction_detections_inside,0.031736343179538704,0.03270642595703736,0.019350621159829818,-0.13664728687359998
8,fish_median__mean_volume_um3,134.95948188342666,162.18332844942393,101.87493705548404,-0.06804459868430748
