fish_id,genotype,n_cell_track_rows,n_unique_tracks,fish_mean__net_displacement_3d_um,fish_median__net_displacement_3d_um,n_nonmissing__net_displacement_3d_um,fish_mean__directionality_ratio,fish_median__directionality_ratio,n_nonmissing__directionality_ratio,fish_mean__tortuosity,fish_median__tortuosity,n_nonmissing__tortuosity,fish_mean__mean_squared_displacement_3d_um2_per_min,fish_median__mean_squared_displacement_3d_um2_per_min,n_nonmissing__mean_squared_displacement_3d_um2_per_min,fish_mean__mean_speed_um_per_min,fish_median__mean_speed_um_per_min,n_nonmissing__mean_speed_um_per_min,fish_mean__median_speed_um_per_min,fish_median__median_speed_um_per_min,n_nonmissing__median_speed_um_per_min,fish_mean__mean_sphericity,fish_median__mean_sphericity,n_nonmissing__mean_sphericity,fish_mean__mean_elongation,fish_median__mean_elongation,n_nonmissing__mean_elongation,fish_mean__mean_volume_um3,fish_median__mean_volume_um3,n_nonmissing__mean_volume_um3,fish_mean__injury_median_net_approach_um,fish_mean__injury_median_min_abs_distance_to_injury_um,fish_mean__injury_mean_fraction_detections_inside,fish_mean__injury_mean_fraction_steps_toward,fish_mean__injury_entries_per_track,fish_mean__injury_exits_per_track
20240604_block02,MUT,253,253,7.773058142114111,6.372919402504552,253,0.3481737139664632,0.3054200000447519,253,4.316278154541502,3.2741798174758503,253,0.2843314395620041,0.2159641471581293,253,0.0796624195737366,0.0736162122605554,253,0.0701432783020881,0.0603011896866002,253,0.6122643445453165,0.6108241046597933,253,0.5097609901401611,0.5087702138419341,253,228.2470945984959,147.72702446391017,253,-0.4807517380164654,88.98906869900398,0.014933333333333333,0.47742587736273123,0.008,0.0
20240702_block02,MUT,268,268,7.603111476846768,6.868821669645213,268,0.328743066013234,0.2829865223190518,268,4.487534681045653,3.534276439854614,268,0.2876647062479299,0.2390055488620719,268,0.07750061761049,0.072265847529999,268,0.066423361434921,0.0568245473476155,268,0.6000119912037843,0.5954074142506044,268,0.5414875286456999,0.5453551318261745,268,207.3077054694407,141.69789260030836,268,1.0311209872185678,58.377070745558484,0.05917616622200663,0.5116800698695964,0.024193548387096774,0.04032258064516129
20240702_block03,MUT,208,208,9.301003267723353,7.84466592238456,208,0.3810291687493899,0.3445338324599276,208,3.6900602754797953,2.90248568422337,208,0.298211237799915,0.2379689054620359,208,0.0816865596583137,0.0785621375568086,208,0.0707038037260777,0.0653087710812458,208,0.5992051245209469,0.5944918926614999,208,0.4845957317804344,0.4792695987404923,208,250.7370522355575,185.05813802612224,208,0.8164283393893612,105.78492546688345,0.05976430976430976,0.499368222496191,0.044444444444444446,0.05555555555555555
20240702_block04,MUT,449,449,7.173327238691337,5.589802315882596,449,0.3006192573151477,0.2537512020079578,449,5.365868457472917,3.9408680317054783,449,0.2854236710007376,0.2277620590958027,449,0.076007303367219,0.0715648647976192,449,0.0642710299833574,0.0577052273490912,449,0.5931638182702968,0.5821920434685044,449,0.5972440793418152,0.6253242788432488,449,162.85741625883531,101.34913079920068,449,0.7023231345436898,65.1103214807893,0.12209463962134762,0.4903569357904216,0.06726457399103139,0.07174887892376682
20240604_block07,WT,409,409,9.491892088484503,8.214311995864602,409,0.3400152499847201,0.3049239383663948,409,4.340291524963757,3.279506375778231,409,0.3795806249745677,0.3329317937285089,409,0.0918412531684061,0.0880687212050926,409,0.0791420896179573,0.0719669447661434,409,0.6113727708818578,0.6109823908603229,409,0.5877782168497386,0.6006270428118938,409,160.4666488941377,93.50080916564757,409,3.6654424418457836,111.86674804687492,0.043673779910108616,0.5194470013426612,0.020100502512562814,0.02512562814070352
20240702_block05,WT,280,280,7.788131616366155,6.335221825511631,280,0.2902472444088656,0.2396058083387076,280,5.576239550151265,4.173609097221092,280,0.2405419697836682,0.1904966524902331,280,0.0744470701664467,0.0691422831552683,280,0.0657762120897158,0.0591666663309624,280,0.6023657951520905,0.5992100503542481,280,0.5411154644032155,0.5437035333396704,280,173.7157632918018,106.2704495574762,280,-0.5598452582711353,74.76242572658819,0.04359315496533541,0.4732076693128006,0.032467532467532464,0.025974025974025976
20240702_block06,WT,261,261,10.297867298996648,8.857582990115883,261,0.3895251762809558,0.3548884343705877,261,3.530836478226579,2.8177869526054,261,0.2472674458478889,0.2088277998062449,261,0.0776146035806126,0.0746915772164662,261,0.0712724608219276,0.0648569228802397,261,0.6038398794184076,0.5942421161894595,261,0.4753682293278278,0.4714794216665885,261,168.2647206051724,119.2876642025002,261,0.23770132063341265,101.10319920106605,0.07272727272727272,0.49778515128615086,0.014285714285714285,0.0
20240702_block07,WT,405,405,9.102811894229635,7.853505744854071,405,0.3476986891219516,0.3000491153193658,405,4.131402887204477,3.3327876968929617,405,0.2596445549810416,0.2104554742691232,405,0.0739506472046025,0.0708337800816064,405,0.0619549429605629,0.0562918694836679,405,0.6211849574467758,0.6172345916613542,405,0.6134690013701676,0.6299948627563337,405,136.54398112280484,78.0167404071989,405,-0.07389468555963408,66.82630689856639,0.10017006802721089,0.48414528167919674,0.05142857142857143,0.06285714285714286
