selected_order,feature,imputer_median,scaler_mean,scaler_scale,coefficient_standardized_space
1,fish_median__mean_extent_3d,0.5009220442596201,0.5014175911840559,0.03681539620979017,0.12387209287477755
2,fish_median__mean_prolate_ellipticity,0.4428868041754463,0.4433758236803491,0.042015601116626916,-0.11858981591785354
3,fish_median__mean_volume_um3,85.21768820222451,93.00428686473442,39.7154519102623,-0.06484493602655327
4,fish_mean__mean_sphericity,0.7140750726812989,0.7131530024876613,0.018890889301615366,0.08093939227509832
5,fish_median__tortuosity,3.1004568721562387,3.04851459507111,0.42496437463201675,0.06800644536568003
6,fish_mean__net_displacement_3d_um,14.645398148394902,14.528699431968876,4.212315343725743,-0.056686643518955374
7,fish_median__mean_oblate_ellipticity,0.6006629710010424,0.60212692276217,0.061546798697613134,0.07496873482199604
8,fish_mean__mean_solidity_3d,0.7636192953318559,0.7540323317356507,0.0250607140653605,0.09685959418427395
